# Real monthly US AQI from Open-Meteo Air-Quality archive (no key).
# Chennai, 2023-01..2026-06. zone = H3 res-7 cell id.
zone,lat,lon,month,aqi
87618c418ffffff,12.97103,80.26535,17,72.3
87618c418ffffff,12.97103,80.26535,18,62.2
87618c418ffffff,12.97103,80.26535,19,66.3
87618c418ffffff,12.97103,80.26535,20,68.7
87618c418ffffff,12.97103,80.26535,21,70.6
87618c418ffffff,12.97103,80.26535,22,77.7
87618c418ffffff,12.97103,80.26535,23,71.7
87618c418ffffff,12.97103,80.26535,24,94.3
87618c418ffffff,12.97103,80.26535,25,83.2
87618c418ffffff,12.97103,80.26535,26,65.2
87618c418ffffff,12.97103,80.26535,27,67.7
87618c418ffffff,12.97103,80.26535,28,79.1
87618c418ffffff,12.97103,80.26535,29,71.0
87618c418ffffff,12.97103,80.26535,30,60.6
87618c418ffffff,12.97103,80.26535,31,70.2
87618c418ffffff,12.97103,80.26535,32,68.0
87618c418ffffff,12.97103,80.26535,33,60.6
87618c418ffffff,12.97103,80.26535,34,87.7
87618c418ffffff,12.97103,80.26535,35,102.7
87618c418ffffff,12.97103,80.26535,36,102.0
87618c418ffffff,12.97103,80.26535,37,89.8
87618c418ffffff,12.97103,80.26535,38,68.2
87618c418ffffff,12.97103,80.26535,39,53.2
87618c418ffffff,12.97103,80.26535,40,70.9
87618c418ffffff,12.97103,80.26535,41,73.7
87618c419ffffff,12.96374,80.24350,0,106.6
87618c419ffffff,12.96374,80.24350,1,91.8
87618c419ffffff,12.96374,80.24350,2,79.0
87618c419ffffff,12.96374,80.24350,3,71.9
87618c419ffffff,12.96374,80.24350,4,99.5
87618c419ffffff,12.96374,80.24350,5,96.8
87618c419ffffff,12.96374,80.24350,6,62.8
87618c419ffffff,12.96374,80.24350,7,76.5
87618c419ffffff,12.96374,80.24350,8,68.9
87618c419ffffff,12.96374,80.24350,9,84.5
87618c419ffffff,12.96374,80.24350,10,64.8
87618c419ffffff,12.96374,80.24350,11,84.0
87618c419ffffff,12.96374,80.24350,12,91.4
87618c419ffffff,12.96374,80.24350,13,76.9
87618c419ffffff,12.96374,80.24350,14,76.9
87618c419ffffff,12.96374,80.24350,15,64.9
87618c419ffffff,12.96374,80.24350,16,64.4
87618c419ffffff,12.96374,80.24350,17,72.3
87618c419ffffff,12.96374,80.24350,18,62.2
87618c419ffffff,12.96374,80.24350,19,66.3
87618c419ffffff,12.96374,80.24350,20,68.7
87618c419ffffff,12.96374,80.24350,21,70.6
87618c419ffffff,12.96374,80.24350,22,77.7
87618c419ffffff,12.96374,80.24350,23,71.7
87618c419ffffff,12.96374,80.24350,24,94.3
87618c419ffffff,12.96374,80.24350,25,83.2
87618c419ffffff,12.96374,80.24350,26,65.2
87618c419ffffff,12.96374,80.24350,27,67.7
87618c419ffffff,12.96374,80.24350,28,79.1
87618c419ffffff,12.96374,80.24350,29,71.0
87618c419ffffff,12.96374,80.24350,30,60.6
87618c419ffffff,12.96374,80.24350,31,70.2
87618c419ffffff,12.96374,80.24350,32,68.0
87618c419ffffff,12.96374,80.24350,33,60.6
87618c419ffffff,12.96374,80.24350,34,87.7
87618c419ffffff,12.96374,80.24350,35,102.7
